FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
885513|Siegrest Draw|Valley|NM|35|Eddy|015|323815N|1043256W|32.6376116|-104.5488549|323859N|1043732W|32.6498321|-104.6255227|1095|3592|Parish Ranch|11/13/1980|
885526|AAA Tank|Reservoir|NM|35|Eddy|015|321043N|1041456W|32.1786543|-104.2489615|||||1006|3300|Bond Draw|11/13/1980|06/23/2011
885566|Adobe Draw|Valley|NM|35|Eddy|015|322820N|1042141W|32.4723375|-104.361345|322704N|1042129W|32.4511111|-104.3580556|1007|3304|Carlsbad West|11/13/1980|
885567|Adobe Flat|Flat|NM|35|Eddy|015|322849N|1042119W|32.4803932|-104.3552339|||||1006|3300|Carlsbad West|11/13/1980|
885607|Alacran Hills|Range|NM|35|Eddy|015|322812N|1041055W|32.4701183|-104.1818931|||||1009|3310|Carlsbad East|11/13/1980|
885684|Alkali Lake|Lake|NM|35|Eddy|015|323039N|1041133W|32.5109371|-104.1924802|||||966|3169|Angel Draw|11/13/1980|06/23/2011
885697|Allen Well|Well|NM|35|Eddy|015|322309N|1042120W|32.3859489|-104.3555084|||||1038|3405|Carlsbad West|11/13/1980|
885746|Anderson Young Ranch|Locale|NM|35|Eddy|015|325046N|1044615W|32.8462175|-104.7708042|||||1277|4190|Sixteenmile Draw East|11/13/1980|
885751|Andrews Well|Well|NM|35|Eddy|015|322531N|1040553W|32.4253974|-104.0980001|||||958|3143|Indian Flats|11/13/1980|
885753|Angel Draw|Valley|NM|35|Eddy|015|323344N|1041109W|32.5623397|-104.1857846|323423N|1041406W|32.5730556|-104.235|985|3232|Angel Draw|11/13/1980|
885754|Angel Ranch|Locale|NM|35|Eddy|015|323512N|1041148W|32.5867839|-104.1966188|||||1000|3281|Angel Draw|11/13/1980|
885785|Antelope Sink|Basin|NM|35|Eddy|015|324350N|1044000W|32.7306651|-104.6666347|||||1179|3868|Antelope Sink|11/13/1980|
885856|Apple Draw|Valley|NM|35|Eddy|015|320605N|1040738W|32.1015112|-104.1271577|320448N|1040924W|32.08|-104.1566667|912|2992|Cottonwood Hills|11/13/1980|
885857|Apple Tank|Reservoir|NM|35|Eddy|015|320536N|1040822W|32.0932641|-104.1393371|||||927|3041|Cottonwood Hills|11/13/1980|06/23/2011
885901|Arnold Well|Well|NM|35|Eddy|015|324055N|1043428W|32.6820556|-104.5744111|||||1117|3665|Parish Ranch|11/13/1980|
885911|Artesia|Populated Place|NM|35|Eddy|015|325032N|1042412W|32.8423345|-104.4032963|||||1030|3379|Artesia|11/13/1980|03/21/2008
885955|Avalon Hills|Range|NM|35|Eddy|015|322816N|1041453W|32.4712286|-104.2480062|||||969|3179|Carlsbad East|11/13/1980|
885990|Bailey Well|Locale|NM|35|Eddy|015|320625N|1041622W|32.1070644|-104.2727198|||||989|3245|Jumping Spring|11/13/1980|
886017|Baldridge Well|Well|NM|35|Eddy|015|321253N|1042619W|32.2148368|-104.4385612|||||1257|4124|Carlsbad Caverns|11/13/1980|
886109|Bates Ranch|Locale|NM|35|Eddy|015|323249N|1040937W|32.5470623|-104.1602279|||||983|3225|Angel Draw|11/13/1980|
886125|Beaman Tank|Reservoir|NM|35|Eddy|015|321234N|1041145W|32.2094147|-104.1957693|||||979|3212|Bond Draw|11/13/1980|06/23/2011
886137|Bear Grass Draw|Valley|NM|35|Eddy|015|324501N|1040340W|32.7503948|-104.0610646|325223N|1040454W|32.8730556|-104.0816667|1057|3468|Red Lake SE|11/13/1980|
886143|Beardon Well|Well|NM|35|Eddy|015|322101N|1042738W|32.3503912|-104.4605114|||||1180|3871|Carnero Peak|11/13/1980|
886172|Beeson Station|Locale|NM|35|Eddy|015|324658N|1035735W|32.7828953|-103.9596741|||||1073|3520|Loco Hills|11/13/1980|
886200|Ben Slaughter Draw|Valley|NM|35|Eddy|015|320148N|1041741W|32.0301208|-104.2946632|320159N|1042511W|32.0331742|-104.4196671|1019|3343|Jumping Spring|11/13/1980|
886201|Ben Slaughter Spring|Spring|NM|35|Eddy|015|320252N|1042023W|32.0478335|-104.3396907|||||1067|3501|Jumping Spring|11/13/1980|04/19/2011
886225|Benson Ranch|Locale|NM|35|Eddy|015|323730N|1040125W|32.6251187|-104.02356|||||1012|3320|Illinois Camp SE|11/13/1980|
886329|Big Sinks|Area|NM|35|Eddy|015|320905N|1034850W|32.1515129|-103.8138143|||||1025|3363|Big Sinks|11/13/1980|
886339|Big Tank|Reservoir|NM|35|Eddy|015|322946N|1044317W|32.4960124|-104.7212982|||||1300|4265|Cawley Draw|11/13/1980|06/23/2011
886340|Big Tank|Reservoir|NM|35|Eddy|015|324146N|1044137W|32.6960551|-104.6937207|||||1199|3934|Antelope Sink|11/13/1980|06/23/2011
886443|Black Muley Mill|Locale|NM|35|Eddy|015|323650N|1043057W|32.6140013|-104.5157988|||||1077|3533|Foster Ranch|11/13/1980|
886523|Blue Spring|Spring|NM|35|Eddy|015|321050N|1041754W|32.1804839|-104.2982382|||||1012|3320|Black River Village|11/13/1980|04/19/2011
886571|Bogle Tank|Reservoir|NM|35|Eddy|015|325631N|1035244W|32.9420203|-103.8789015|||||1243|4078|Henshaw Tank|11/13/1980|06/23/2011
886579|Bond Draw|Valley|NM|35|Eddy|015|321351N|1040934W|32.2309535|-104.1593849|321137N|1041226W|32.1936111|-104.2072222|943|3094|Bond Draw|11/13/1980|
886580|Bond Ranch|Locale|NM|35|Eddy|015|322544N|1040837W|32.4290079|-104.1435573|||||944|3097|Carlsbad East|11/13/1980|
886585|Bone Tank Draw|Valley|NM|35|Eddy|015|323020N|1043443W|32.5056662|-104.5785766|322754N|1044116W|32.4651075|-104.6877431|1131|3711|Foster Ranch|11/13/1980|
886601|Booker Camp|Locale|NM|35|Eddy|015|324927N|1035647W|32.8242837|-103.9463408|||||1116|3661|Loco Hills|11/13/1980|
886605|Boone Beach Ranch|Locale|NM|35|Eddy|015|320303N|1041500W|32.0509546|-104.24994|||||991|3251|Cottonwood Hills|11/13/1980|
886658|Bottomless Lakes|Lake|NM|35|Eddy|015|320345N|1042817W|32.0624361|-104.4715106|||||1129|3704|Rattlesnake Springs|11/13/1980|06/23/2011
886679|Box Canyon Ranch|Locale|NM|35|Eddy|015|323302N|1044111W|32.5506635|-104.6863562|||||1267|4157|Box Canyon Ranch|11/13/1980|
886684|Box Spring|Spring|NM|35|Eddy|015|321449N|1042042W|32.2469011|-104.3449873|||||1133|3717|Black River Village|11/13/1980|04/19/2011
886688|Boyds Canyon|Valley|NM|35|Eddy|015|322358N|1042241W|32.3995595|-104.3780099|322508N|1042552W|32.4188889|-104.4311111|1059|3474|Azotea Peak|11/13/1980|
886704|Brainard Lake|Lake|NM|35|Eddy|015|324532N|1041930W|32.7587845|-104.3251126|||||1002|3287|Spring Lake|11/13/1980|06/23/2011
886820|Bubbling Spring|Spring|NM|35|Eddy|015|323350N|1042331W|32.5639028|-104.3919891|||||982|3222|Seven Rivers|11/13/1980|04/19/2011
886917|Bunting Ranch|Locale|NM|35|Eddy|015|323757N|1044356W|32.6326073|-104.7321906|||||1255|4117|Antelope Sink|11/13/1980|
886958|Burro Hill|Summit|NM|35|Eddy|015|322742N|1044351W|32.4617731|-104.7307992|||||1437|4715|Cawley Draw|11/13/1980|
886967|Burro Tank|Reservoir|NM|35|Eddy|015|322657N|1044456W|32.449066|-104.7487657|||||1383|4537|Cawley Draw|11/13/1980|06/23/2011
886968|Burro Well|Well|NM|35|Eddy|015|322727N|1044423W|32.4576061|-104.739688|||||1378|4521|Cawley Draw|11/13/1980|
886970|Burton Flat|Flat|NM|35|Eddy|015|323431N|1040905W|32.5753956|-104.1513395|||||988|3241|Angel Draw|11/13/1980|
886976|Bushy Knob|Summit|NM|35|Eddy|015|322122N|1040135W|32.3562322|-104.0263285|||||983|3225|Loving|11/13/1980|
886980|Butcher Well|Locale|NM|35|Eddy|015|320008N|1042721W|32.0023409|-104.4557785|||||1162|3812|Rattlesnake Springs|11/13/1980|
887005|Byrnes Tank|Reservoir|NM|35|Eddy|015|321858N|1041952W|32.316151|-104.3311976|||||1036|3399|Kitchen Cove|11/13/1980|06/23/2011
887010|C C Tank|Reservoir|NM|35|Eddy|015|323542N|1043525W|32.5949951|-104.5902363|||||1149|3770|Foster Ranch|11/13/1980|06/23/2011
887016|C P Hill|Summit|NM|35|Eddy|015|320415N|1042500W|32.0709512|-104.4166124|||||1175|3855|Rattlesnake Springs|11/13/1980|
887034|CCC Tank|Reservoir|NM|35|Eddy|015|322751N|1044229W|32.4642862|-104.7079967|||||1331|4367|Cawley Draw|11/13/1980|06/23/2011
887077|Calabaza Draw|Valley|NM|35|Eddy|015|322819N|1041630W|32.4720614|-104.2749519|322834N|1041811W|32.4761111|-104.3030556|961|3153|Carlsbad West|11/13/1980|
887112|Campbell Ranch|Locale|NM|35|Eddy|015|323104N|1034420W|32.5178997|-103.7388276|||||1090|3576|Laguna Gatuna|11/13/1980|
887199|Carlsbad|Populated Place|NM|35|Eddy|015|322514N|1041344W|32.4206736|-104.2288375|||||945|3100|Carlsbad East|11/13/1980|03/21/2008
887200|Carlsbad National Wildlife Refuge|Park|NM|35|Eddy|015|322952N|1041657W|32.4978945|-104.282453|||||974|3195|Carlsbad West|11/13/1980|
887202|Carnero Peak|Summit|NM|35|Eddy|015|322041N|1042333W|32.3448371|-104.3924529|||||1240|4068|Carnero Peak|11/13/1980|
887215|Carper Windmill|Locale|NM|35|Eddy|015|320901N|1035537W|32.1504015|-103.9268734|||||967|3173|Pierce Canyon|11/13/1980|
887264|Cass Draw|Valley|NM|35|Eddy|015|322006N|1040640W|32.3351201|-104.1110531|321500N|1042148W|32.2501157|-104.3632818|911|2989|Loving|11/13/1980|
887265|Cass Ranch|Locale|NM|35|Eddy|015|323605N|1043911W|32.6014979|-104.6530227|||||1201|3940|Box Canyon Ranch|11/13/1980|
887274|Cat Claw Draw|Valley|NM|35|Eddy|015|323846N|1043721W|32.6462211|-104.622467|323148N|1044301W|32.5301069|-104.7169122|1152|3779|Parish Ranch|11/13/1980|
887282|Catclaw Draw|Valley|NM|35|Eddy|015|322909N|1042232W|32.4859484|-104.3755129|322802N|1042354W|32.4672222|-104.3983333|1009|3310|Azotea Peak|11/13/1980|
887283|Catclaw Draw|Valley|NM|35|Eddy|015|324044N|1044056W|32.6789977|-104.6821902|324012N|1044955W|32.6701062|-104.8319153|1185|3888|Antelope Sink|11/13/1980|
887284|Catclaw Draw|Valley|NM|35|Eddy|015|324850N|1043541W|32.813999|-104.5946898|324831N|1044222W|32.8087192|-104.7060803|1149|3770|Hope SE|11/13/1980|
887285|Catclaw Draw|Valley|NM|35|Eddy|015|324754N|1044614W|32.7984403|-104.7705257|324811N|1045415W|32.8031603|-104.9041399|1255|4117|Sixteenmile Draw East|11/13/1980|
887306|Cave Lake|Lake|NM|35|Eddy|015|325532N|1040945W|32.9254585|-104.1624416|||||1088|3570|Diamond Mound|11/13/1980|06/23/2011
887313|Cedar Breaks|Cliff|NM|35|Eddy|015|324745N|1035554W|32.7959509|-103.9316182|||||1090|3576|Loco Hills|11/13/1980|
887314|Cedar Canyon|Valley|NM|35|Eddy|015|321049N|1035843W|32.1804011|-103.9785427|321025N|1035329W|32.1736111|-103.8913889|882|2894|Pierce Canyon|11/13/1980|
887337|Cedar Lake|Lake|NM|35|Eddy|015|324754N|1035612W|32.7984542|-103.936686|||||1078|3537|Loco Hills|11/13/1980|06/23/2011
887340|Cedar Lake Draw|Valley|NM|35|Eddy|015|324803N|1035551W|32.8009508|-103.9307849|324927N|1035424W|32.8241667|-103.9066667|1081|3547|Loco Hills|11/13/1980|
887371|Cement Tank Well|Well|NM|35|Eddy|015|321127N|1040847W|32.1909542|-104.1463277|||||950|3117|Bond Draw|11/13/1980|
887389|Central School|School|NM|35|Eddy|015|325018N|1042410W|32.8384457|-104.4027407|||||1032|3386|Artesia|11/13/1980|
887451|Charley White Draw|Valley|NM|35|Eddy|015|325024N|1044859W|32.8401056|-104.8163606|325130N|1045554W|32.8584364|-104.9316412|1310|4298|Sixteenmile Draw East|11/13/1980|
887519|Childress Recorder Well|Well|NM|35|Eddy|015|325658N|1043158W|32.9495539|-104.532744|||||1084|3556|Hope NE|11/13/1980|
887541|China Draw|Valley|NM|35|Eddy|015|321012N|1040642W|32.1701217|-104.1116034|320957N|1041213W|32.1659537|-104.2035518|914|2999|Malaga|11/13/1980|
887551|Chinaberry Well|Well|NM|35|Eddy|015|320957N|1040410W|32.1659557|-104.0693792|||||912|2992|Malaga|11/13/1980|
887564|Chosa Draw|Valley|NM|35|Eddy|015|320735N|1042310W|32.1265064|-104.3860573|320418N|1042529W|32.0717845|-104.4246682|1049|3442|Carlsbad Caverns|11/13/1980|
887663|Clayton Basin|Basin|NM|35|Eddy|015|323558N|1035756W|32.5995639|-103.9655023|||||982|3222|Tower Hill North|11/13/1980|
887669|Clayton Wells|Well|NM|35|Eddy|015|323610N|1035652W|32.6028974|-103.9477242|||||975|3199|Tower Hill North|11/13/1980|
887684|Cleveland Ranch|Locale|NM|35|Eddy|015|321138N|1040238W|32.1940113|-104.0438234|||||890|2920|Malaga|11/13/1980|
887720|Cocke Tank|Reservoir|NM|35|Eddy|015|321601N|1041830W|32.2669362|-104.3082157|||||1032|3386|Kitchen Cove|11/13/1980|06/23/2011
887731|Coffin Ranch|Locale|NM|35|Eddy|015|323932N|1043618W|32.6589993|-104.6049669|||||1142|3747|Parish Ranch|11/13/1980|
887732|Coffin Tank|Reservoir|NM|35|Eddy|015|324052N|1044027W|32.6810856|-104.6741617|||||1180|3871|Antelope Sink|11/13/1980|06/23/2011
887779|Cone Butte|Summit|NM|35|Eddy|015|322341N|1043256W|32.3948335|-104.5488489|||||1350|4429|Martha Creek|11/13/1980|
887875|Corral|Locale|NM|35|Eddy|015|320040N|1040010W|32.0112363|-104.0027044|||||882|2894|Red Bluff|11/13/1980|
887889|Cotton Compress|Building|NM|35|Eddy|015|325305N|1042356W|32.8848339|-104.3988517|||||1031|3383|Espuela|11/13/1980|
887894|Cottonwood Artesian Recorder Well|Well|NM|35|Eddy|015|325635N|1042750W|32.943166|-104.4638534|||||1054|3458|Espuela|11/13/1980|
887906|Cottonwood Community Church|Church|NM|35|Eddy|015|325642N|1042740W|32.9451104|-104.4610756|||||1049|3442|Espuela|11/13/1980|
887911|Cottonwood Creek|Stream|NM|35|Eddy|015|325344N|1042113W|32.8956674|-104.3535728|325604N|1043330W|32.9345536|-104.5583002|1009|3310|Artesia NE|11/13/1980|
887916|Cottonwood Draw|Valley|NM|35|Eddy|015|320659N|1041230W|32.1165099|-104.208273|320432N|1042346W|32.0756738|-104.3960563|950|3117|Cottonwood Hills|11/13/1980|
887919|Cottonwood Hills|Range|NM|35|Eddy|015|320455N|1041416W|32.0820654|-104.2377179|||||1034|3392|Cottonwood Hills|11/13/1980|
887921|Cottonwood Ranch|Locale|NM|35|Eddy|015|320606N|1041441W|32.1017873|-104.2446632|||||976|3202|Cottonwood Hills|11/13/1980|
887924|Cottonwood School|School|NM|35|Eddy|015|325546N|1042546W|32.9295552|-104.4294082|||||1042|3419|Espuela|11/13/1980|
887927|Cottonwood Spring|Spring|NM|35|Eddy|015|320450N|1042130W|32.0804839|-104.3584517|||||1067|3501|Jumping Spring|11/13/1980|04/19/2011
887928|Cottonwood Spring|Spring|NM|35|Eddy|015|321224N|1042433W|32.2067054|-104.4092021|||||1254|4114|Carlsbad Caverns|11/13/1980|04/19/2011
888002|Cox Ranch|Locale|NM|35|Eddy|015|324941N|1045003W|32.8281611|-104.8341386|||||1313|4308|Sixteenmile Draw East|11/13/1980|
888056|Crawford Ranch|Locale|NM|35|Eddy|015|322424N|1035233W|32.4067884|-103.875771|||||955|3133|Tower Hill South|11/13/1980|
888078|Crockett Ranch|Locale|NM|35|Eddy|015|324756N|1044528W|32.7989961|-104.7577476|||||1251|4104|Sixteenmile Draw East|11/13/1980|
888106|Crow Flat Lake|Lake|NM|35|Eddy|015|325544N|1041114W|32.9288318|-104.1873233|||||1088|3570|Diamond Mound|11/13/1980|06/23/2011
888107|Crow Flats|Flat|NM|35|Eddy|015|325413N|1041047W|32.9037241|-104.1796796|||||1098|3602|Diamond Mound|11/13/1980|
888141|Cueva Escarpment|Ridge|NM|35|Eddy|015|321827N|1042218W|32.3076154|-104.3716174|||||1187|3894|Kitchen Cove|11/13/1980|
888147|Culebra Bluff|Cliff|NM|35|Eddy|015|321939N|1040327W|32.3276209|-104.0574396|||||924|3031|Loving|11/13/1980|
888200|Dark Canyon Tank|Reservoir|NM|35|Eddy|015|321707N|1041945W|32.2853943|-104.3291151|||||1053|3455|Kitchen Cove|11/13/1980|
888201|Dark Canyon Wells|Well|NM|35|Eddy|015|322305N|1041522W|32.3848399|-104.2560598|||||967|3173|Carlsbad West|11/13/1980|
888242|Deadman Draw|Valley|NM|35|Eddy|015|322849N|1042515W|32.480392|-104.4207927|322922N|1043059W|32.4895567|-104.5163528|1035|3396|Azotea Peak|11/13/1980|
888314|Delaware Ranch|Locale|NM|35|Eddy|015|320300N|1040414W|32.0501238|-104.0704868|||||911|2989|Red Bluff|11/13/1980|
888324|Denny Ranch|Locale|NM|35|Eddy|015|322622N|1042332W|32.4395592|-104.3921787|||||1068|3504|Azotea Peak|11/13/1980|
888368|Diamond A Ranch|Locale|NM|35|Eddy|015|325028N|1040821W|32.8412257|-104.1391225|||||1097|3599|Red Lake|11/13/1980|
888371|Diamond Mound|Summit|NM|35|Eddy|015|325614N|1041429W|32.937334|-104.241348|||||1146|3760|Diamond Mound|11/13/1980|
888381|Dickson Farm|Locale|NM|35|Eddy|015|322146N|1040610W|32.3628978|-104.1027203|||||927|3041|Loving|11/13/1980|
888421|Dog Canyon Draw|Valley|NM|35|Eddy|015|325127N|1041911W|32.8576127|-104.3196827|325552N|1041211W|32.9312234|-104.2030137|1006|3300|Spring Lake|11/13/1980|
888422|Dog Canyon Well|Well|NM|35|Eddy|015|325306N|1041348W|32.8851129|-104.2299583|||||1055|3461|Diamond Mound|11/13/1980|
888431|Dog Town Draw|Valley|NM|35|Eddy|015|321246N|1035658W|32.2129008|-103.9493764|321409N|1035038W|32.2359564|-103.8438189|915|3002|Pierce Canyon|11/13/1980|
888454|Donaldson Well|Well|NM|35|Eddy|015|321151N|1040520W|32.1976217|-104.0888254|||||919|3015|Malaga|11/13/1980|
888473|Double Mills|Locale|NM|35|Eddy|015|320700N|1041151W|32.1167878|-104.1974391|||||946|3104|Cottonwood Hills|11/13/1980|
888476|Double Tank|Reservoir|NM|35|Eddy|015|321138N|1040937W|32.1938947|-104.1602107|||||964|3163|Bond Draw|11/13/1980|06/23/2011
888487|Double Wells Tank|Reservoir|NM|35|Eddy|015|325342N|1040248W|32.8949051|-104.0466653|||||1125|3691|Basin Well|11/13/1980|06/23/2011
888550|Dublin Ranch|Locale|NM|35|Eddy|015|322315N|1040449W|32.3876201|-104.0802204|||||944|3097|Indian Flats|11/13/1980|
888551|Dublin Tank|Reservoir|NM|35|Eddy|015|322207N|1041611W|32.3684732|-104.269638|||||977|3205|Kitchen Cove|11/13/1980|06/23/2011
888552|Dublin Well|Well|NM|35|Eddy|015|322135N|1041752W|32.3598391|-104.2977274|||||996|3268|Kitchen Cove|11/13/1980|
888626|Eagles Windmill|Locale|NM|35|Eddy|015|321424N|1034650W|32.2401233|-103.7804842|||||1042|3419|Big Sinks|11/13/1980|
888634|East Apple Tank|Reservoir|NM|35|Eddy|015|320444N|1040646W|32.0790117|-104.1127119|||||911|2989|Red Bluff|11/13/1980|
888643|East Canal|Canal|NM|35|Eddy|015|322648N|1041231W|32.4467848|-104.2085599|||||953|3127|Carlsbad East|11/13/1980|
888704|East Tank|Reservoir|NM|35|Eddy|015|320044N|1034428W|32.0121537|-103.7412315|||||951|3120|Paduca Breaks West|11/13/1980|06/23/2011
888705|East Tank|Reservoir|NM|35|Eddy|015|321553N|1041557W|32.2646725|-104.2658477|||||991|3251|Kitchen Cove|11/13/1980|06/23/2011
888726|East Well|Well|NM|35|Eddy|015|323208N|1043354W|32.5356666|-104.5649654|||||1120|3674|Foster Ranch|11/13/1980|
888760|Eaton Ranch|Locale|NM|35|Eddy|015|325047N|1043335W|32.8464993|-104.5596892|||||1132|3714|Hope SE|11/13/1980|
888761|Eaton Well|Well|NM|35|Eddy|015|324853N|1043351W|32.8148329|-104.5641337|||||1130|3707|Hope SE|11/13/1980|
888830|Elbow Canyon|Valley|NM|35|Eddy|015|321533N|1041630W|32.2592846|-104.2749457|321340N|1042128W|32.2278941|-104.3577254|1002|3287|Kitchen Cove|11/13/1980|
888831|Elbow Draw|Valley|NM|35|Eddy|015|321604N|1041841W|32.2678948|-104.3113361|321608N|1042050W|32.2688889|-104.3472222|1035|3396|Kitchen Cove|11/13/1980|
888832|Elbow Well|Well|NM|35|Eddy|015|321445N|1042032W|32.2459496|-104.3421699|||||1118|3668|Black River Village|11/13/1980|
888917|Esperanza Draw|Valley|NM|35|Eddy|015|322449N|1041112W|32.4137296|-104.1866137|322545N|1041115W|32.4291667|-104.1875|941|3087|Carlsbad East|11/13/1980|
888919|Espuela|Populated Place|NM|35|Eddy|015|325547N|1042316W|32.9298333|-104.3877404|||||1020|3346|Espuela|11/13/1980|
888945|Fade Away Ridge|Ridge|NM|35|Eddy|015|324022N|1041021W|32.6728945|-104.1724536|||||1079|3540|Illinois Camp|11/13/1980|
888963|Fanning Well|Well|NM|35|Eddy|015|322349N|1044129W|32.397052|-104.6913508|||||1299|4262|Cawley Draw|11/13/1980|
888991|Fence Canyon|Valley|NM|35|Eddy|015|321314N|1041945W|32.2206727|-104.3291132|321215N|1042056W|32.2041667|-104.3488889|1100|3609|Black River Village|11/13/1980|
889002|Fenton Draw|Valley|NM|35|Eddy|015|322920N|1040734W|32.4890077|-104.1260587|323053N|1040439W|32.5148414|-104.0774469|961|3153|Carlsbad East|11/13/1980|
889003|Fenton Ranch|Locale|NM|35|Eddy|015|323027N|1040510W|32.5076191|-104.0860581|||||986|3235|Illinois Camp SE|11/13/1980|
889078|Flat Tank|Reservoir|NM|35|Eddy|015|321653N|1042332W|32.2815028|-104.3921361|||||1101|3612|Carnero Peak|11/13/1980|06/23/2011
889132|Forehand Ranch|Locale|NM|35|Eddy|015|321818N|1041043W|32.3051193|-104.1785546|||||951|3120|Otis|11/13/1980|
889133|Forehand West Well|Well|NM|35|Eddy|015|320312N|1041334W|32.0534549|-104.2260501|||||974|3195|Cottonwood Hills|11/13/1980|
889160|Forty-Niner Ridge|Ridge|NM|35|Eddy|015|322147N|1035407W|32.3631775|-103.901881|||||945|3100|Remuda Basin|11/13/1980|
889166|Foster Ranch|Locale|NM|35|Eddy|015|323335N|1043535W|32.5598326|-104.5930216|||||1141|3743|Foster Ranch|11/13/1980|
889216|Frank Jones Ranch|Locale|NM|35|Eddy|015|322441N|1042113W|32.4115045|-104.3535648|||||1071|3514|Carlsbad West|11/13/1980|
889249|Frontier Hills|Range|NM|35|Eddy|015|321643N|1041915W|32.2787278|-104.3207813|||||1099|3606|Kitchen Cove|11/13/1980|
889346|Gardner Draw|Valley|NM|35|Eddy|015|323903N|1043511W|32.6509441|-104.5863555|323926N|1044618W|32.6573291|-104.7716359|1126|3694|Parish Ranch|11/13/1980|
889378|Gatuna Canyon|Valley|NM|35|Eddy|015|323604N|1035636W|32.6012307|-103.9432796|323659N|1035326W|32.6163889|-103.8905556|979|3212|Tower Hill North|11/13/1980|
889388|George Long Draw|Valley|NM|35|Eddy|015|325653N|1044038W|32.9481624|-104.6771921|325624N|1044230W|32.94|-104.7083333|1154|3786|Hope NW|11/13/1980|
889397|Gerry Smith Ranch|Locale|NM|35|Eddy|015|321649N|1042657W|32.2803914|-104.4491191|||||1146|3760|Carnero Peak|11/13/1980|
889449|Goat Corral Canyon|Valley|NM|35|Eddy|015|321259N|1042037W|32.2165057|-104.3435581|321158N|1042158W|32.1994444|-104.3661111|1115|3658|Black River Village|11/13/1980|
889471|Golden Eagle Mine|Mine|NM|35|Eddy|015|322835N|1042216W|32.4765041|-104.3710679|||||1024|3360|Carlsbad West|11/13/1980|
889557|Grapevine Spring|Spring|NM|35|Eddy|015|321244N|1042322W|32.2121716|-104.3895747|||||1221|4006|Carlsbad Caverns|11/13/1980|04/19/2011
889561|Grave Well|Well|NM|35|Eddy|015|323101N|1034333W|32.5170664|-103.7257716|||||1097|3599|Laguna Gatuna|11/13/1980|
889611|Greenwood Lake|Reservoir|NM|35|Eddy|015|323947N|1034915W|32.6630851|-103.8207441|||||1092|3583|Greenwood Lake|11/13/1980|06/23/2011
889613|Greenwood Tank|Reservoir|NM|35|Eddy|015|321233N|1034509W|32.2092288|-103.7525181|||||1086|3563|Big Sinks|11/13/1980|06/23/2011
889670|Gyp Bend|Bend|NM|35|Eddy|015|321548N|1040551W|32.2634541|-104.0974389|||||947|3107|Loving|11/13/1980|
889684|Hackberry Canyon|Valley|NM|35|Eddy|015|320757N|1042524W|32.1326166|-104.4232808|321021N|1042659W|32.1725|-104.4497222|1069|3507|Carlsbad Caverns|11/13/1980|
889687|Hackberry Draw|Valley|NM|35|Eddy|015|320700N|1041229W|32.1167877|-104.2079952|320727N|1041314W|32.1241667|-104.2205556|950|3117|Cottonwood Hills|11/13/1980|
889688|Hackberry Draw|Valley|NM|35|Eddy|015|322447N|1041604W|32.413173|-104.2677277|322707N|1042050W|32.4519444|-104.3472222|961|3153|Carlsbad West|11/13/1980|
889693|Hackberry Hills|Range|NM|35|Eddy|015|322336N|1041832W|32.3934499|-104.30884|||||1102|3615|Carlsbad West|11/13/1980|
889694|Hackberry Lake|Lake|NM|35|Eddy|015|323817N|1035601W|32.6380034|-103.9335941|||||983|3225|Hackberry Lake|11/13/1980|06/23/2011
889696|Hackberry Slope|Area|NM|35|Eddy|015|322510N|1041757W|32.4195611|-104.2991182|||||984|3228|Carlsbad West|11/13/1980|
889700|Hackberry Tank|Reservoir|NM|35|Eddy|015|321535N|1042728W|32.2598356|-104.4577297|||||1189|3901|Carnero Peak|11/13/1980|
889702|Hackberry Well|Well|NM|35|Eddy|015|320733N|1041419W|32.1259537|-104.2385524|||||976|3202|Bond Draw|11/13/1980|
889756|Happy Valley|Area|NM|35|Eddy|015|322510N|1041705W|32.4195614|-104.2846731|||||970|3182|Carlsbad West|11/13/1980|
889775|Harkey Double Mills|Locale|NM|35|Eddy|015|320956N|1040932W|32.1656766|-104.1588276|||||957|3140|Bond Draw|11/13/1980|
889796|Harris Ranch|Locale|NM|35|Eddy|015|324957N|1044844W|32.8326058|-104.8121938|||||1305|4281|Sixteenmile Draw East|11/13/1980|
889803|Harroun Canal|Canal|NM|35|Eddy|015|321315N|1035923W|32.2209561|-103.9896556|||||891|2923|Pierce Canyon|11/13/1980|
889804|Harroun Dam|Dam|NM|35|Eddy|015|321907N|1040330W|32.318732|-104.0582728|||||905|2969|Loving|11/13/1980|
889805|Harroun Ditch|Canal|NM|35|Eddy|015|321811N|1040156W|32.303177|-104.0321601|||||903|2963|Loving|11/13/1980|
889806|Harroun School|School|NM|35|Eddy|015|321508N|1040120W|32.2523442|-104.0221578|||||905|2969|Loving|11/13/1980|
889807|Hart Canyon|Valley|NM|35|Eddy|015|325106N|1041913W|32.8517795|-104.3202382|324945N|1041038W|32.8292811|-104.1771788|1006|3300|Spring Lake|11/13/1980|
